epoch,lr,train_loss,train_dice_loss,train_bce_loss,val_loss,val_dice_loss,val_bce_loss,dice_wt,dice_tc,dice_et,mean_dice
66,1.5625e-05,0.05841617775538105,0.05159826692260911,0.006817910821960638,0.2866489571869058,0.27576382681756256,0.01088513059676552,0.9407913029003068,0.9512773595235847,0.9235947854282508,0.9385544826173807
67,1.5625e-05,0.05812743373753706,0.051315043552835296,0.0068123901748000995,0.2867224903483747,0.2756947114667534,0.011027778319946332,0.9411903496855855,0.9501821622689579,0.9237293042038973,0.9383672720528136
68,1.5625e-05,0.058728749354852165,0.05193265534191298,0.0067960939841885904,0.28615680567325047,0.2753210550580106,0.010835750519676843,0.9406732471957432,0.9516185775662341,0.9234420762906005,0.9385779670175259
69,1.5625e-05,0.05844023602609008,0.051634631745351905,0.006805604324848272,0.28670798113156415,0.2756671785302571,0.011040802403480671,0.9410706644328177,0.9513452649979772,0.9232956488104762,0.9385705260804237
70,1.5625e-05,0.05767236183872483,0.050871798861273756,0.006800562958870552,0.28590763623229243,0.27526239534665237,0.01064524137551884,0.9408850060583583,0.9525202063598792,0.9248147972967504,0.939406669904996
71,1.5625e-05,0.05770237323892969,0.050903965681614746,0.006798407504227738,0.2872036059407099,0.27632848772291585,0.010875118093656808,0.9405171152606903,0.9521961612307844,0.9233395251996911,0.9386842672303887
72,7.8125e-06,0.05845913134137591,0.05166765586525687,0.006791475461657989,0.28731265603911416,0.2762998009550293,0.011012855829133913,0.9404635714885247,0.9518048604952716,0.9232288105564522,0.9384990808467495
73,7.8125e-06,0.0578912330263047,0.05110942977631352,0.006781803261361684,0.2866094490251921,0.27580253596339843,0.01080691366147751,0.9409351131082194,0.9518948916164157,0.9236793005992758,0.9388364351079703
74,7.8125e-06,0.0585049408298502,0.051714237565121314,0.0067907032583763155,0.28657173353720516,0.27589888077872016,0.010672853050657566,0.9411008050149624,0.9521554360310797,0.9228448251255338,0.9387003553905253
75,7.8125e-06,0.05793204823387235,0.051143901621070534,0.006788146636079666,0.28663071890114383,0.27596601028394846,0.010664708187364586,0.9410576547172274,0.9524183569218212,0.9234779472373582,0.9389846529588022
76,7.8125e-06,0.0578045318753809,0.05102904582944976,0.006775486032331269,0.2862932236079386,0.2754955802635387,0.010797643444154367,0.9410026401296764,0.9515758486095471,0.9240360149832916,0.9388715012408384
77,7.8125e-06,0.05812684918822727,0.051328543109432946,0.006798306070413696,0.28743379825483617,0.27622454007132036,0.011209258586199538,0.9406094940805056,0.9509867563373774,0.9230101850590671,0.9382021451589834
78,3.90625e-06,0.05786101167705601,0.05107359302704057,0.006787418665859587,0.28594138624033844,0.27517064582522355,0.010770740892359156,0.9412197617004284,0.9520884717367577,0.9233254660991204,0.9388778998454356
79,3.90625e-06,0.057872022328636516,0.05108856482917249,0.006783457514942818,0.28695707303994794,0.27587417382850293,0.011082899073396152,0.9406715613238278,0.9514120247864877,0.9235375320462663,0.9385403727188605
80,3.90625e-06,0.057971079110417816,0.05120050477438813,0.006770574343515578,0.2867042268071733,0.27594760846808614,0.010756617981578388,0.9409546464776518,0.9523814886212991,0.9241377404042147,0.9391579585010552
