epoch,learning_rate,lr,train_loss,train_dice_loss,train_bce_loss,val_loss,val_dice_loss,val_bce_loss,val_dice,dice_wt,dice_tc,dice_et,mean_dice
1,0.001,0.001,0.22976057510720072,0.19782915300109197,0.03193142211787343,0.3546861332761579,0.3369830067774512,0.017703126330730103,0.892821019981992,0.9180721772267165,0.8733977332318654,0.8869931494873942,0.892821019981992
2,0.001,0.001,0.12280824432817469,0.10726222027309054,0.015546024067142969,0.3392881877839459,0.3244000215719524,0.014888166317626914,0.9083447657724507,0.9276074180344073,0.8971893055163012,0.9002375737666438,0.9083447657724507
3,0.001,0.001,0.10963817173254804,0.09581058470042005,0.013827587002642734,0.3363108147324205,0.3215399177958142,0.014770897231994345,0.90702477909167,0.93023404329191,0.8934988094285223,0.8973414845545779,0.90702477909167
4,0.001,0.001,0.10363557284055833,0.09062685742774282,0.013008715354947919,0.3557683211259508,0.3380482332009148,0.017720087595891672,0.8998824152225339,0.9137905863780497,0.8879176114081873,0.8979390478813649,0.8998824152225339
5,0.001,0.001,0.0991227812029759,0.0867975003959706,0.012325280767814155,0.33604975068737064,0.3206009979930982,0.015448752632822789,0.9092538648558078,0.9251253326819675,0.9000852973819143,0.9025509645035417,0.9092538648558078
6,0.001,0.001,0.09470721368218944,0.08293574881623297,0.011771464866544706,0.332276655208396,0.3178107026095727,0.014465953024200005,0.9109075651478377,0.9310659997651664,0.8983195587991832,0.9033371368791633,0.9109075651478377
7,0.001,0.001,0.09271320916762872,0.08125101845166176,0.011462190702290506,0.349199303243176,0.33423858556014513,0.014960717919310204,0.9055617289585869,0.9369836189048265,0.8904746102034987,0.8892269577674353,0.9055617289585869
8,0.001,0.001,0.08917687543427118,0.07810667199231937,0.011070203429415055,0.3159168810200582,0.3035293232741256,0.012387557127190123,0.9178950782695307,0.9386368683910229,0.907079798274305,0.9079685681432645,0.9178950782695307
9,0.001,0.001,0.08782368856862355,0.076979104714189,0.010844583813699288,0.3196817631952595,0.3065972756013081,0.013084487096091982,0.9176741307859957,0.9410128970506865,0.9047539836730565,0.907255511634244,0.9176741307859957
10,0.001,0.001,0.08733142617564621,0.07662173617468256,0.010709690003095998,0.31205209741636875,0.29953206777931835,0.012520029964968817,0.9218972446523187,0.9388879611914296,0.9159308861398784,0.910872886625648,0.9218972446523187
11,0.001,0.001,0.08523433193265592,0.07478672174594798,0.010447610157810901,0.31567845792258886,0.30197880874049754,0.01369964950776474,0.9180620083008798,0.9393679205561885,0.9048449601491596,0.9099731441972914,0.9180620083008798
12,0.001,0.001,0.08397431426854961,0.07366153409949566,0.010312780186039223,0.3395191512896049,0.3254935540357192,0.014025596997582207,0.9158268559141088,0.9340820715598503,0.9087769729245003,0.9046215232579757,0.9158268559141088
13,0.001,0.001,0.08310224576259834,0.07292647760190257,0.01017576819753397,0.31797594833619036,0.3051888127918777,0.012787135226053674,0.9209975826925677,0.9379470541024777,0.9161181816415347,0.9089275123336905,0.9209975826925677
14,0.001,0.001,0.08186961929864574,0.07188920310473303,0.009980416185089184,0.33319880805230934,0.3171593017982018,0.01603950659798469,0.9003313371597339,0.9372375075947352,0.867315984247737,0.8964405196367293,0.9003313371597339
15,0.001,0.001,0.07982463127282415,0.06995827492550616,0.009866356364082673,0.3237641725383852,0.31077650107728805,0.012987670851076168,0.9178059709703899,0.9401553587932289,0.9089070957520168,0.9043554583659238,0.9178059709703899
16,0.0005,0.0005,0.08001250998315118,0.07011134672034093,0.009901163272001409,0.33538940094602315,0.32061257373860147,0.01477682710802114,0.9125444233785099,0.9316178888845896,0.9034987682321863,0.9025166130187537,0.9125444233785099
17,0.0005,0.0005,0.07733230626149688,0.06791766601284213,0.009414640349831116,0.3180773663642941,0.3049621301986971,0.013115236062888056,0.9205007246898514,0.9422024969387919,0.9069887749452038,0.912310902185559,0.9205007246898514
18,0.0005,0.0005,0.0755319403966522,0.06636611055173938,0.009165829780721705,0.3087040705219255,0.29569732147488487,0.013006748991838624,0.921374376501208,0.9441271931258511,0.9084381761360296,0.911557760241743,0.921374376501208
19,0.0005,0.0005,0.0741802387883054,0.06507784637776799,0.009102392394581542,0.3053934691878888,0.29223141749761666,0.013162051545063117,0.922491214898871,0.9426393374679062,0.9141090311452289,0.9107252760834776,0.922491214898871
20,0.0005,0.0005,0.07431513496412685,0.06523030257205742,0.009084832442584087,0.30754975923704514,0.29518332108155754,0.01236643822589512,0.9220517718474204,0.9431930739647111,0.9142318302496387,0.9087304113279112,0.9220517718474204
21,0.0005,0.0005,0.07435271537559925,0.06534263301513102,0.009010082315505033,0.30632634407234993,0.29405337863617576,0.01227296543279924,0.9243300118166639,0.9435359303902998,0.9160636919638906,0.9133904130958009,0.9243300118166639
22,0.0005,0.0005,0.07370762234165754,0.06476072423464782,0.008946898106752369,0.3036795086994204,0.29100892222345826,0.012670585958481077,0.9230452807196903,0.9441976620342506,0.9138518399739533,0.911086340150867,0.9230452807196903
23,0.0005,0.0005,0.07322971217396623,0.06437163719001228,0.00885807502373333,0.3058237275441901,0.2930499382214978,0.012773789443797071,0.9237442201939915,0.9439448559257616,0.9143131049757209,0.9129746996804918,0.9237442201939915
24,0.0005,0.0005,0.07285600796767779,0.06401207320628602,0.008843934773818216,0.31105762585407737,0.2981584255551209,0.012899200344181495,0.9222214982342211,0.9431445774470407,0.9115032698771444,0.9120166473784781,0.9222214982342211
25,0.0005,0.0005,0.07198712961375008,0.06324870649654023,0.008738423117687792,0.30539137653702103,0.2927140715553037,0.012677304673959675,0.9245520850052102,0.9421771224942784,0.9176295885866551,0.9138495439346972,0.9245520850052102
26,0.0005,0.0005,0.07119978364152911,0.06251027124535223,0.00868951246216946,0.31290542446426617,0.29990088764414574,0.013004537292457673,0.9216660324311826,0.9419972353935955,0.9093381090603684,0.9136627528395838,0.9216660324311826
27,0.0005,0.0005,0.07108613239922136,0.062445062595145616,0.008641069792715467,0.31226398110809406,0.29928324281965163,0.01298073803908441,0.9235712018588881,0.9408298637488021,0.9171952568702063,0.912688484957656,0.9235712018588881
28,0.0005,0.0005,0.07093897600949856,0.06237913873626048,0.00855983729871599,0.31849725121446476,0.30428790587310833,0.014209345107713435,0.9190533856099846,0.9391756787450202,0.9093964283986455,0.9085880496862878,0.9190533856099846
29,0.0005,0.0005,0.0706361977916729,0.062075837665441454,0.008560360112113823,0.30297528431897114,0.2905106426667317,0.01246464085474573,0.9240961511285102,0.9446866045199368,0.9146487304494342,0.9129531184161593,0.9240961511285102
30,0.0005,0.0005,0.06984329586161853,0.061362689231858704,0.008480606629612763,0.3028621549272153,0.29054051275802,0.012321642680790543,0.925197716741813,0.9433675389665974,0.9194897877722675,0.9127358234865742,0.925197716741813
31,0.0005,0.0005,0.0692375336561782,0.06080259146783827,0.00843494219356051,0.30949988138744505,0.2957469940136393,0.013752887026841706,0.9197232486607421,0.9420326003153014,0.9093602270568468,0.9077769186100779,0.9197232486607421
32,0.0005,0.0005,0.06917791370847733,0.06082432217555985,0.008353591550013044,0.32094652891211994,0.3066372124639389,0.014309315986234368,0.9147082022078794,0.9380082978116769,0.8992992330336792,0.906817075778282,0.9147082022078794
33,0.0005,0.0005,0.06855777255542542,0.06024817545034583,0.008309597123682512,0.30716433794448234,0.2948025898491329,0.012361748009160423,0.9244751874299126,0.9435699179553569,0.9151050721009246,0.9147505722334566,0.9244751874299126
34,0.0005,0.0005,0.06851042433867292,0.060237272580347036,0.008273151790164088,0.30562306460077254,0.29310962896764775,0.01251343512412896,0.9251144887865937,0.9438580684097603,0.9207794571508826,0.9107059407991384,0.9251144887865937
35,0.0005,0.0005,0.06807523095189405,0.059858896702965646,0.00821633420944315,0.3097308081600969,0.2962007680016933,0.01353003988959381,0.9212292105692422,0.9418902372960178,0.9120489761929654,0.9097484182187431,0.9212292105692422
36,0.00025,0.00025,0.06769480502779085,0.05948742003439351,0.00820738502435319,0.30067443040683317,0.28814221943348867,0.01253221085087359,0.9251108920270702,0.9446061190036095,0.9179270252854176,0.9127995317921839,0.9251108920270702
37,0.00025,0.00025,0.06551405440997723,0.05758523159864369,0.007928822866701131,0.3024270560292764,0.2898075982400818,0.012619457451055482,0.9247842466976944,0.9437412130974817,0.9157822591772533,0.914829267818348,0.9247842466976944
38,0.00025,0.00025,0.06547894225950379,0.05759811147485095,0.00788083084112337,0.30477320126748664,0.29160648294547525,0.013166718401472786,0.9232043055992457,0.9438126993352466,0.9147022981720219,0.911097919290469,0.9232043055992457
39,0.00025,0.00025,0.06508926538841411,0.057260787650088685,0.007828477744097482,0.3064183995488769,0.2931754890185599,0.013242909840568787,0.923510568491408,0.9430825306662421,0.915133867401062,0.9123153074069198,0.923510568491408
40,0.00025,0.00025,0.06501197411588878,0.057232784538797606,0.0077791895695911864,0.3049476002686839,0.2918040995580371,0.013143501077468827,0.9243317153946315,0.9442264619080969,0.9157778240669617,0.912990860208836,0.9243317153946315
41,0.00025,0.00025,0.0647360936734286,0.056978399567241336,0.007757694099349032,0.30416947275124145,0.29092868978043734,0.013240782665099407,0.9245514565384227,0.9436609152988558,0.9150984840340016,0.9148949702824108,0.9245514565384227
42,0.000125,0.000125,0.06394528827593071,0.05621826767594389,0.007727020622045625,0.30659795685680014,0.2928766603502441,0.013721295860289971,0.9222031863487813,0.9427304019411784,0.9117168771836338,0.9121622799215315,0.9222031863487813
43,0.000125,0.000125,0.0634570107000446,0.05587664372676661,0.007580367019601471,0.3084735724970082,0.2947744394486415,0.013699132981607338,0.9222258879497676,0.9415591934837738,0.9139049438450279,0.9112135265205009,0.9222258879497676
44,0.000125,0.000125,0.06319831805055164,0.05563307632823776,0.00756524171562271,0.30861161984134616,0.29503171206034856,0.013579907401340695,0.9224235030599809,0.9424983107343592,0.9139748302296646,0.910797368215919,0.9224235030599809
45,0.000125,0.000125,0.06257894416318371,0.0550459333654736,0.00753301075851898,0.3011289706117639,0.2879841034436507,0.013144866967170488,0.9240490931915679,0.9432952149212246,0.9157128427301319,0.9131392219233473,0.9240490931915679
